Order ID,Customer Name,Label Type,Customizations,Quantity,Order Date,Due Date
O000277,Michelle Williams,Type D,"color=Red, size=Small, logo=No",401,2023-12-29,2024-01-14
O000278,Jane Morales,Type D,"color=Green, size=Medium, logo=Yes",549,2023-02-12,2023-03-09
O000279,Joseph Vega,Type A,"color=Yellow, size=Large, logo=Yes",127,2023-12-11,2024-01-01
O000280,Robin Clayton,Type B,"color=Black, size=Medium, logo=Yes",363,2023-06-05,2023-06-06
O000281,Keith Williams,Type B,"color=Black, size=Medium, logo=No",120,2023-03-21,2023-04-03
O000282,Dana Rivera,Type D,"color=Black, size=Small, logo=Yes",499,2023-09-03,2023-09-25
O000283,Joseph Ellis,Type C,"color=Yellow, size=Medium, logo=Yes",490,2023-08-22,2023-09-21
O000284,Christopher James,Type A,"color=Blue, size=Medium, logo=No",239,2023-10-05,2023-10-18
O000285,Erika Greene,Type A,"color=Green, size=Large, logo=No",71,2023-02-18,2023-03-13
O000286,Samantha Thompson,Type C,"color=Black, size=Large, logo=No",964,2023-06-05,2023-06-06
O000287,Nicholas Dominguez,Type C,"color=Green, size=Medium, logo=Yes",279,2023-01-12,2023-01-16
O000288,Allison Kramer,Type B,"color=Black, size=Medium, logo=Yes",957,2023-11-11,2023-12-06
O000289,Gary Maddox,Type B,"color=Black, size=Large, logo=No",601,2023-08-11,2023-09-03
O000290,Carol Mahoney,Type B,"color=Blue, size=Large, logo=Yes",124,2023-05-06,2023-05-22
O000291,Courtney Wade,Type D,"color=Red, size=Large, logo=No",126,2023-12-25,2023-12-31
O000292,Joshua Parker,Type D,"color=Red, size=Small, logo=Yes",757,2023-02-05,2023-02-07
O000293,Adrian Brewer,Type D,"color=Yellow, size=Large, logo=No",518,2023-04-03,2023-04-04
O000294,Matthew Fisher,Type A,"color=Black, size=Medium, logo=No",32,2023-10-12,2023-10-27
O000295,Robert Ellis,Type C,"color=Yellow, size=Large, logo=No",691,2023-07-01,2023-07-23
O000296,Andrew West,Type A,"color=Green, size=Small, logo=No",842,2023-05-08,2023-05-24
O000297,Carol Galvan,Type C,"color=Green, size=Small, logo=Yes",513,2023-09-25,2023-10-24
O000298,William Jimenez,Type B,"color=Blue, size=Large, logo=Yes",3,2023-07-01,2023-07-04
O000299,Darlene Mccoy,Type A,"color=Blue, size=Large, logo=Yes",103,2023-04-21,2023-05-12
O000300,Christine Garrett,Type B,"color=Blue, size=Large, logo=Yes",529,2023-05-17,2023-05-23
O000301,Robert Torres,Type D,"color=Blue, size=Medium, logo=Yes",123,2023-11-01,2023-11-08
O000302,Richard Barron,Type A,"color=Yellow, size=Medium, logo=No",20,2023-05-26,2023-06-04
O000303,Stephanie Roy,Type B,"color=Red, size=Small, logo=No",968,2023-04-07,2023-04-09
O000304,Tyler Lee,Type A,"color=Blue, size=Medium, logo=No",477,2023-08-27,2023-09-18
O000305,Tina Scott,Type A,"color=Black, size=Medium, logo=Yes",155,2023-07-03,2023-07-24
O000306,Brandon Vasquez,Type D,"color=Yellow, size=Medium, logo=No",708,2023-04-07,2023-04-09
O000307,Christopher Nelson,Type D,"color=Red, size=Small, logo=No",429,2023-04-28,2023-05-04
O000308,Matthew Freeman,Type B,"color=Blue, size=Small, logo=Yes",755,2023-09-18,2023-09-24
O000309,Angela Nguyen,Type B,"color=Red, size=Large, logo=Yes",174,2023-03-27,2023-04-18
O000310,Bruce Oneill,Type C,"color=Yellow, size=Large, logo=Yes",347,2023-08-28,2023-09-24
O000311,Brandon Jones,Type C,"color=Green, size=Large, logo=No",660,2023-01-06,2023-01-24
O000312,Emily Clark,Type D,"color=Black, size=Large, logo=No",708,2023-09-09,2023-09-16
O000313,Erica Duncan,Type A,"color=Blue, size=Small, logo=No",375,2023-05-06,2023-05-07
O000314,Richard Newman,Type C,"color=Red, size=Small, logo=Yes",229,2023-12-02,2024-01-01
O000315,Toni Rivera,Type D,"color=Blue, size=Large, logo=No",958,2023-03-21,2023-04-04
O000316,Anthony Lee,Type D,"color=Red, size=Large, logo=Yes",82,2023-08-29,2023-08-31
O000317,Troy Lewis,Type B,"color=Yellow, size=Medium, logo=No",408,2023-08-14,2023-09-07
O000318,Maria Baldwin,Type D,"color=Blue, size=Small, logo=Yes",277,2023-03-07,2023-03-23
O000319,Karen Pierce,Type D,"color=Blue, size=Small, logo=Yes",445,2023-05-03,2023-05-29
O000320,Christine Brown,Type D,"color=Black, size=Large, logo=Yes",163,2023-06-15,2023-06-24
O000321,Patrick Perez,Type D,"color=Green, size=Medium, logo=No",749,2023-02-22,2023-03-04
O000322,April Williams,Type D,"color=Blue, size=Large, logo=No",103,2023-08-09,2023-08-10
O000323,Nicholas Carrillo,Type D,"color=Red, size=Small, logo=No",173,2023-09-02,2023-09-04
O000324,April Brown,Type C,"color=Black, size=Small, logo=Yes",820,2023-10-30,2023-11-13
O000325,Kathryn Reynolds,Type A,"color=Green, size=Medium, logo=Yes",510,2023-12-17,2024-01-05
O000326,Alan Gonzalez,Type C,"color=Red, size=Small, logo=Yes",760,2023-12-18,2023-12-26
O000327,Madison Shepard,Type C,"color=Red, size=Large, logo=Yes",526,2023-07-12,2023-07-15
O000328,Mark Freeman,Type D,"color=Black, size=Small, logo=No",925,2023-11-02,2023-11-07
O000329,Victoria Hill,Type C,"color=Blue, size=Large, logo=Yes",293,2023-10-31,2023-11-26
O000330,Jonathan Hays,Type D,"color=Red, size=Medium, logo=No",315,2023-09-17,2023-09-27
O000331,Timothy Burns,Type B,"color=Yellow, size=Large, logo=Yes",478,2023-02-14,2023-02-20
O000332,Raven Ramsey,Type D,"color=Green, size=Small, logo=No",81,2023-07-28,2023-08-26
O000333,Craig Torres,Type A,"color=Yellow, size=Large, logo=No",374,2023-08-15,2023-08-22
O000334,Meghan Sellers,Type B,"color=Red, size=Large, logo=No",862,2023-02-09,2023-03-06
O000335,Dennis Johnson,Type B,"color=Yellow, size=Medium, logo=Yes",280,2023-06-24,2023-06-25
O000336,Michelle Rodriguez,Type B,"color=Blue, size=Small, logo=No",266,2023-08-18,2023-08-27
O000337,Valerie Walsh,Type A,"color=Yellow, size=Small, logo=No",413,2023-08-13,2023-08-27
O000338,Jasmin Jimenez,Type A,"color=Yellow, size=Medium, logo=Yes",141,2023-05-03,2023-05-11
O000339,Charles Mccarthy,Type A,"color=Yellow, size=Large, logo=No",832,2023-11-17,2023-12-04
O000340,Carla Ferguson,Type C,"color=Green, size=Small, logo=Yes",718,2023-05-15,2023-06-09
O000341,Curtis Smith,Type D,"color=Black, size=Large, logo=Yes",177,2023-09-07,2023-09-26
O000342,Michelle Garrett,Type A,"color=Black, size=Small, logo=Yes",911,2023-09-15,2023-09-18
O000343,Briana Williams,Type C,"color=Green, size=Medium, logo=No",963,2023-02-20,2023-03-19
O000344,Christopher Hayes,Type D,"color=Red, size=Small, logo=Yes",400,2023-05-31,2023-06-03
O000345,Marie Campos,Type B,"color=Green, size=Medium, logo=No",924,2023-10-04,2023-11-01
O000346,John Rich,Type D,"color=Green, size=Large, logo=No",566,2023-10-17,2023-10-30
O000347,Carmen Evans,Type A,"color=Yellow, size=Small, logo=Yes",734,2023-04-16,2023-04-21
O000348,Karen Lopez,Type D,"color=Blue, size=Medium, logo=Yes",228,2023-01-01,2023-01-06
O000349,Lori Tucker,Type C,"color=Blue, size=Medium, logo=No",370,2023-01-03,2023-01-12
O000350,Logan Silva,Type A,"color=Red, size=Small, logo=No",742,2023-11-01,2023-11-14
O000351,Pamela Young,Type C,"color=Black, size=Large, logo=Yes",500,2023-05-09,2023-06-07
O000352,Anthony Rose,Type D,"color=Yellow, size=Small, logo=Yes",828,2023-01-19,2023-02-15
O000353,Stephen Mcguire,Type A,"color=Red, size=Small, logo=Yes",34,2023-02-10,2023-02-12
O000354,Kaitlyn Kelly,Type C,"color=Black, size=Medium, logo=No",180,2023-04-21,2023-05-05
O000355,Sandra Simpson,Type B,"color=Red, size=Medium, logo=Yes",965,2023-05-05,2023-05-25
O000356,Carolyn Garcia,Type A,"color=Green, size=Large, logo=No",685,2023-03-07,2023-03-15
O000357,Kevin Branch,Type D,"color=Green, size=Medium, logo=No",177,2023-10-28,2023-11-06
O000358,Jeffrey Pierce,Type C,"color=Red, size=Medium, logo=No",932,2023-01-16,2023-01-18
O000359,Kevin Washington,Type A,"color=Red, size=Medium, logo=Yes",520,2023-03-05,2023-03-20
O000360,Jaime Moore,Type C,"color=Green, size=Large, logo=No",847,2023-02-21,2023-02-24
O000361,Jason Bright,Type C,"color=Green, size=Small, logo=No",545,2023-08-08,2023-08-27
O000362,John Walker,Type C,"color=Blue, size=Large, logo=No",641,2023-11-08,2023-12-06
O000363,Kathleen Barnett,Type B,"color=Green, size=Medium, logo=Yes",74,2023-03-25,2023-03-26
O000364,Cindy Wood,Type B,"color=Yellow, size=Small, logo=Yes",793,2023-03-17,2023-04-01
O000365,Kevin Hall,Type B,"color=Red, size=Large, logo=No",878,2023-08-09,2023-08-14
O000366,Cynthia Benton,Type A,"color=Green, size=Medium, logo=Yes",195,2023-05-22,2023-06-18
O000367,Thomas Long,Type A,"color=Yellow, size=Medium, logo=No",42,2023-02-07,2023-02-12
O000368,Timothy Owens,Type C,"color=Black, size=Large, logo=Yes",988,2023-09-16,2023-10-02
O000369,Dylan Pineda,Type B,"color=Blue, size=Large, logo=Yes",73,2023-09-15,2023-09-30
O000370,Joseph Washington,Type C,"color=Green, size=Large, logo=Yes",177,2023-02-02,2023-02-23
O000371,Tina Solis DDS,Type B,"color=Green, size=Large, logo=No",459,2023-12-25,2024-01-04
O000372,Heather Holmes,Type C,"color=Yellow, size=Medium, logo=Yes",595,2023-10-25,2023-11-01
O000373,Stephen Nelson,Type A,"color=Red, size=Small, logo=Yes",312,2023-01-18,2023-02-16
O000374,Ashley Weiss,Type C,"color=Blue, size=Large, logo=No",224,2023-08-05,2023-08-13
O000375,Albert Romero,Type A,"color=Yellow, size=Large, logo=Yes",194,2023-03-29,2023-04-19
O000376,Brady Jones,Type C,"color=Black, size=Large, logo=Yes",111,2023-01-06,2023-01-07
O000377,Jack Ramos,Type A,"color=Red, size=Medium, logo=Yes",738,2023-05-21,2023-06-18
O000378,Anthony Gilmore,Type A,"color=Green, size=Large, logo=Yes",321,2023-03-14,2023-04-13
O000379,Christine Coleman,Type B,"color=Yellow, size=Small, logo=Yes",757,2023-08-24,2023-09-11
O000380,Aaron Gonzalez,Type B,"color=Black, size=Medium, logo=No",988,2023-01-18,2023-01-21
O000381,Jacqueline Roberson,Type C,"color=Green, size=Large, logo=No",92,2023-05-22,2023-05-28
O000382,Bailey Sutton,Type B,"color=Blue, size=Small, logo=Yes",279,2023-03-24,2023-04-11
O000383,Angela Skinner,Type C,"color=Red, size=Small, logo=Yes",24,2023-06-26,2023-07-19
O000384,Connie Alvarado,Type A,"color=Red, size=Small, logo=No",66,2023-07-15,2023-07-30
O000385,Alex Fischer,Type D,"color=Blue, size=Large, logo=No",368,2023-01-10,2023-01-13
O000386,Kevin Bryant,Type B,"color=Red, size=Large, logo=No",422,2023-11-28,2023-12-19
O000387,Christopher Pena,Type C,"color=Yellow, size=Small, logo=Yes",459,2023-07-01,2023-07-11
O000388,Debra Holloway,Type D,"color=Black, size=Medium, logo=Yes",93,2023-01-27,2023-02-14
O000389,Rachel Williams,Type D,"color=Black, size=Large, logo=Yes",133,2023-07-30,2023-08-14
O000390,Robert Turner,Type C,"color=Black, size=Small, logo=Yes",762,2023-01-08,2023-01-21
O000391,John Fuentes,Type B,"color=Blue, size=Medium, logo=Yes",38,2023-09-22,2023-10-04
O000392,Sandy Castillo,Type C,"color=Green, size=Medium, logo=No",581,2023-05-01,2023-05-18
O000393,James Santiago,Type A,"color=Red, size=Small, logo=No",899,2023-09-18,2023-09-24
O000394,Stacy Willis,Type B,"color=Black, size=Large, logo=No",514,2023-09-04,2023-09-06
O000395,Christopher Ramirez,Type C,"color=Green, size=Large, logo=No",56,2023-10-26,2023-11-19
O000396,Jason Khan,Type D,"color=Red, size=Medium, logo=Yes",183,2023-07-14,2023-07-28
O000397,Richard Clark,Type B,"color=Blue, size=Medium, logo=Yes",599,2023-03-28,2023-04-03
O000398,Cory Knox,Type A,"color=Red, size=Large, logo=No",322,2023-02-22,2023-03-11
O000399,Marissa Ramirez,Type B,"color=Blue, size=Large, logo=Yes",431,2023-12-30,2024-01-26
O000400,Ryan Cannon,Type C,"color=Black, size=Large, logo=Yes",402,2023-04-27,2023-05-25
O000401,Michael Bowman,Type A,"color=Red, size=Small, logo=Yes",6,2023-08-21,2023-09-17
O000402,Christina Cabrera,Type A,"color=Green, size=Large, logo=Yes",59,2023-06-05,2023-07-04
O000403,Brian Myers,Type D,"color=Black, size=Small, logo=Yes",212,2023-05-05,2023-05-25
O000404,Kevin Johnson,Type C,"color=Green, size=Small, logo=Yes",140,2023-04-12,2023-04-21
O000405,William May,Type A,"color=Green, size=Large, logo=No",613,2023-10-23,2023-11-19
O000406,William Oneill,Type A,"color=Black, size=Large, logo=No",273,2023-01-26,2023-02-24
O000407,Alexa Rodriguez,Type B,"color=Green, size=Large, logo=No",160,2023-03-08,2023-04-01
O000408,Stephen Delgado,Type D,"color=Red, size=Medium, logo=Yes",549,2023-08-24,2023-08-31
O000409,Roberta Wood,Type D,"color=Green, size=Large, logo=Yes",479,2023-12-01,2023-12-08
O000410,James Henderson,Type B,"color=Black, size=Medium, logo=No",146,2023-09-18,2023-10-12
O000411,Julia Brown,Type D,"color=Black, size=Large, logo=Yes",38,2023-08-03,2023-08-17
O000412,Joshua Lopez,Type A,"color=Yellow, size=Large, logo=No",378,2023-12-16,2023-12-23
O000413,Jennifer Boyd,Type C,"color=Green, size=Medium, logo=No",548,2023-02-28,2023-03-07
O000414,Amber Harrell,Type C,"color=Green, size=Large, logo=Yes",643,2023-04-06,2023-04-27
O000415,Shelly Smith,Type B,"color=Yellow, size=Small, logo=No",545,2023-04-10,2023-05-08
O000416,Claudia Thomas,Type B,"color=Red, size=Small, logo=No",440,2023-11-07,2023-12-05
O000417,Susan Terry,Type A,"color=Black, size=Large, logo=Yes",207,2023-02-03,2023-02-09
O000418,Laura Jackson,Type B,"color=Yellow, size=Medium, logo=Yes",531,2023-01-19,2023-02-08
O000419,Diane Matthews,Type D,"color=Black, size=Large, logo=Yes",790,2023-10-17,2023-10-19
O000420,Amy Beltran,Type D,"color=Yellow, size=Medium, logo=Yes",79,2023-11-03,2023-11-04
O000421,Mrs. Leslie Le,Type C,"color=Red, size=Large, logo=No",986,2023-12-21,2023-12-30
O000422,Dana Smith,Type C,"color=Black, size=Large, logo=No",71,2023-10-08,2023-10-31
O000423,Nicholas Brock,Type D,"color=Yellow, size=Small, logo=Yes",637,2023-10-02,2023-10-14
O000424,Eric Smith,Type A,"color=Red, size=Small, logo=Yes",565,2023-07-19,2023-08-16
O000425,Hannah Foster,Type C,"color=Black, size=Medium, logo=Yes",432,2023-06-29,2023-07-26
O000426,Sean Bowman,Type D,"color=Yellow, size=Medium, logo=Yes",813,2023-10-22,2023-11-16
O000427,Joshua Harris,Type D,"color=Green, size=Medium, logo=Yes",684,2023-03-17,2023-03-29
O000428,Karen Jones,Type A,"color=Blue, size=Large, logo=No",978,2023-12-14,2023-12-19
O000429,Mary Garcia,Type B,"color=Yellow, size=Large, logo=Yes",509,2023-03-23,2023-04-13
O000430,Kristopher Tate,Type D,"color=Green, size=Small, logo=No",826,2023-06-09,2023-06-20
O000431,Terry Bowman,Type C,"color=Blue, size=Large, logo=Yes",52,2023-12-16,2024-01-13
O000432,Roy Mcintosh,Type B,"color=Black, size=Large, logo=Yes",657,2023-06-16,2023-06-18
O000433,Kathryn Osborne,Type B,"color=Blue, size=Large, logo=No",68,2023-06-21,2023-07-08
O000434,Garrett Gibbs,Type C,"color=Red, size=Large, logo=Yes",366,2023-09-09,2023-09-18
O000435,Frank Walker,Type B,"color=Black, size=Small, logo=No",875,2023-02-17,2023-03-13
O000436,Kelly Simpson,Type D,"color=Black, size=Large, logo=Yes",958,2023-06-28,2023-07-22
O000437,Alicia Fitzpatrick,Type B,"color=Green, size=Medium, logo=No",729,2023-03-13,2023-03-17
O000438,Andrew Alvarez,Type D,"color=Green, size=Medium, logo=Yes",333,2023-07-17,2023-07-30
O000439,Jason Kerr,Type C,"color=Red, size=Large, logo=No",246,2023-01-11,2023-01-30
O000440,Ashley Smith,Type C,"color=Red, size=Large, logo=Yes",973,2023-04-26,2023-05-20
O000441,Laura Rodriguez,Type D,"color=Yellow, size=Small, logo=No",507,2023-05-26,2023-06-25
O000442,Charles Orr,Type A,"color=Blue, size=Large, logo=No",32,2023-04-09,2023-05-03
O000443,Kathryn Crane,Type A,"color=Green, size=Small, logo=Yes",531,2023-12-17,2023-12-22
O000444,Michelle Lee,Type B,"color=Black, size=Medium, logo=Yes",543,2023-12-30,2024-01-19
O000445,Douglas Harris,Type C,"color=Black, size=Small, logo=No",451,2023-07-17,2023-07-26
O000446,Justin Norris,Type D,"color=Black, size=Small, logo=No",141,2023-12-25,2024-01-08
O000447,Bobby Sims,Type C,"color=Green, size=Large, logo=Yes",347,2023-10-09,2023-11-04
O000448,Willie Williams,Type D,"color=Red, size=Medium, logo=No",178,2023-06-24,2023-06-25
O000449,Julie Murphy,Type C,"color=Black, size=Large, logo=No",752,2023-02-26,2023-03-09
O000450,Kim Smith,Type C,"color=Yellow, size=Medium, logo=No",833,2023-02-05,2023-02-28
O000451,Jason Gallagher,Type D,"color=Red, size=Medium, logo=No",676,2023-08-28,2023-09-23
O000452,Christine Russell,Type B,"color=Yellow, size=Small, logo=Yes",943,2023-08-22,2023-09-09
O000453,Tiffany Walker,Type B,"color=Green, size=Large, logo=Yes",122,2023-12-22,2024-01-07
O000454,Heidi Chaney,Type B,"color=Yellow, size=Medium, logo=Yes",894,2023-06-25,2023-06-29
O000455,Brooke Crane,Type C,"color=Blue, size=Small, logo=Yes",75,2023-11-12,2023-11-21
O000456,Lucas Ramirez,Type A,"color=Green, size=Medium, logo=No",436,2023-12-31,2024-01-03
O000457,Robert Howe,Type D,"color=Black, size=Small, logo=Yes",4,2023-10-15,2023-10-29
O000458,Valerie Ramos,Type A,"color=Yellow, size=Medium, logo=Yes",400,2023-11-18,2023-12-03
O000459,Paige Johnston,Type B,"color=Green, size=Medium, logo=No",335,2023-07-23,2023-08-08
O000460,Laura Campos,Type C,"color=Green, size=Medium, logo=No",314,2023-06-30,2023-07-22
O000461,Megan Murphy,Type A,"color=Black, size=Medium, logo=No",254,2023-01-18,2023-01-27
O000462,Emily Paul,Type D,"color=Black, size=Large, logo=Yes",842,2023-11-28,2023-12-20
O000463,Zachary Ryan,Type A,"color=Yellow, size=Small, logo=Yes",737,2023-10-23,2023-11-17
O000464,Brian Baker,Type C,"color=Green, size=Large, logo=Yes",876,2023-02-11,2023-03-01
O000465,Jessica Foster,Type C,"color=Green, size=Large, logo=Yes",333,2023-08-22,2023-09-09
O000466,Todd Trevino,Type B,"color=Yellow, size=Medium, logo=No",235,2023-06-16,2023-07-16
O000467,Richard Cox,Type A,"color=Red, size=Medium, logo=Yes",420,2023-04-26,2023-05-18
O000468,Kimberly Jackson,Type A,"color=Black, size=Large, logo=Yes",646,2023-07-10,2023-07-22
O000469,Derrick Young,Type A,"color=Blue, size=Medium, logo=No",5,2023-12-12,2023-12-26
O000470,Michael Colon,Type D,"color=Yellow, size=Large, logo=Yes",402,2023-03-09,2023-03-20
O000471,Seth Ortiz,Type B,"color=Black, size=Small, logo=Yes",182,2023-10-12,2023-10-19
O000472,Andrew Moreno,Type C,"color=Black, size=Medium, logo=Yes",767,2023-12-05,2023-12-18
O000473,Rachel Marshall,Type A,"color=Yellow, size=Small, logo=Yes",832,2023-03-30,2023-04-20
O000474,Mrs. Catherine Smith,Type D,"color=Red, size=Small, logo=No",489,2023-03-02,2023-03-12
O000475,Mr. Danny Wagner,Type D,"color=Green, size=Medium, logo=No",959,2023-02-20,2023-02-22
O000476,Emily Wallace,Type B,"color=Black, size=Medium, logo=Yes",233,2023-07-18,2023-08-15
O000477,Michael Fernandez,Type A,"color=Green, size=Medium, logo=Yes",887,2023-07-18,2023-07-19
O000478,Jesus Hamilton,Type D,"color=Green, size=Large, logo=No",854,2023-08-16,2023-09-08
O000479,Alison Bullock,Type B,"color=Blue, size=Large, logo=Yes",707,2023-09-04,2023-09-30
O000480,Katie Hernandez,Type B,"color=Black, size=Small, logo=Yes",466,2023-12-19,2024-01-10
O000481,Michelle Mann,Type B,"color=Green, size=Medium, logo=No",815,2023-07-24,2023-07-28
O000482,Jessica Stein,Type D,"color=Red, size=Medium, logo=No",81,2023-07-24,2023-08-15
O000483,Matthew Hernandez,Type C,"color=Yellow, size=Small, logo=Yes",260,2023-02-09,2023-02-14
O000484,Jacob Avery,Type C,"color=Green, size=Large, logo=No",186,2023-03-29,2023-04-04
O000485,Christine Mendoza,Type A,"color=Green, size=Small, logo=No",763,2023-10-28,2023-11-06
O000486,Christina Jones,Type A,"color=Black, size=Small, logo=Yes",764,2023-04-28,2023-05-22
O000487,Amy Brown,Type A,"color=Red, size=Large, logo=No",995,2023-10-02,2023-10-21
O000488,Derek Davidson,Type D,"color=Green, size=Medium, logo=No",375,2023-07-31,2023-08-24
O000489,John Price,Type C,"color=Red, size=Large, logo=Yes",849,2023-03-06,2023-03-09
O000490,Debra Figueroa,Type A,"color=Red, size=Small, logo=Yes",940,2023-06-19,2023-07-03
O000491,Ashley Johnson,Type A,"color=Green, size=Large, logo=No",761,2023-12-29,2024-01-27
O000492,John Smith,Type D,"color=Black, size=Medium, logo=No",627,2023-01-30,2023-02-20
O000493,Dana Wolfe,Type C,"color=Green, size=Medium, logo=Yes",470,2023-11-09,2023-11-30
O000494,Jason Nolan,Type D,"color=Yellow, size=Large, logo=No",877,2023-10-06,2023-10-15
O000495,Jennifer Ellis,Type B,"color=Blue, size=Medium, logo=Yes",888,2023-11-23,2023-12-23
O000496,Arthur Bryant,Type D,"color=Blue, size=Small, logo=No",269,2023-09-02,2023-09-28
